årstal;antal
1966;20300
1967;19000
1968;18600
1969;18900
1970;16400
1971;14000
1972;17600
1973;14400
1974;13500
1975;12600
1976;12801
1977;11097
1978;8953
1979;12862
1980;13554
1981;10779
1982;3822
1983;9345
1984;10858
1985;8667
1986;7421
1987;6936
1988;5371
1989;7384
1990;7725
1991;11252
1992;7486
1993;9623
1994;8117
1995;8087
1996;4097
1997;5085
1998;5225
1999;5161
2000;3009
2001;2812
2002;4410
2003;5198
2004;3348
2005;6952
