årstal;antal
2006;1838
2007;1232
2008;672
2009;1153
2010;1582
2011;749
2012;1588
2013;818
2014;835
2015;1733
2016;1381
2017;1462
2018;1004
2019;764
2020;999
2021;730
2022;824
