årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;9972
1956;8657
1957;9295
1958;11358
1959;12536
1960;11465
1961;14627
1962;16271
1963;15842
1964;19301
1965;20648
1966;24837
1967;23747
1968;25865
1969;27392
1970;26436
1971;23639
1972;23869
1973;25601
1974;22773
1975;24934
1976;24106
1977;23326
1978;22621
1979;22080
1980;21201
1981;17850
1982;15901
1983;14193
1984;14881
1985;14034
1986;12904
1987;11524
1988;11126
1989;10705
1990;10362
1991;9027
1992;8652
1993;5557
1994;3945
1995;4371
1996;4792
1997;3862
1998;3605
1999;3662
2000;2570
2001;3081
2002;2798
2003;3008
2004;2396
2005;2709
