årstal;antal
2006;4007
2007;3704
2008;2936
2009;3202
2010;3040
2011;2661
2012;3077
2013;3472
2014;3244
2015;2366
2016;2413
2017;2235
2018;2671
2019;2260
2020;2127
2021;1746
2022;1746
