årstal;antal
2006;20748
2007;19855
2008;19494
2009;23200
2010;20173
2011;18180
2012;20146
2013;16990
2014;16387
2015;15899
2016;16028
2017;15079
2018;17543
2019;16370
2020;15786
2021;13981
2022;10847
