årstal;antal
2006;2433
2007;1772
2008;1355
2009;1834
2010;1905
2011;1295
2012;1416
2013;1366
2014;1335
2015;1299
2016;1748
2017;1368
2018;709
2019;637
2020;725
2021;712
2022;1029
