årstal;antal
1941;2176
1942;1571
1943;1297
1944;1546
1945;1790
1946;1496
1947;1396
1948;1264
1949;1324
1950;1310
1951;1394
1952;828
1953;837
1954;810
1955;1044
1956;725
1957;1161
1958;1017
1959;891
1960;1190
1961;1194
1962;1214
1963;1130
1964;1364
1965;1566
1966;1502
1967;1499
1968;1440
1969;1677
1970;1815
1971;1926
1972;1966
1973;2252
1974;2537
1975;3077
1976;3395
1977;4508
1978;4662
1979;5087
1980;6077
1981;5742
1982;5904
1983;5944
1984;5255
1985;6392
1986;5791
1987;5554
1988;4719
1989;4081
1990;3705
1991;3580
1992;3525
1993;3868
1994;3454
1995;3124
1996;4257
1997;4213
1998;4524
1999;4444
2000;3616
2001;4273
2002;3983
2003;4403
2004;4181
2005;3672
