årstal;antal
2006;1646
2007;864
2008;912
2009;2216
2010;1838
2011;1182
2012;1479
2013;1192
2014;1333
2015;1199
2016;794
2017;619
2018;703
2019;543
2020;1020
2021;864
2022;544
