årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;1408
1956;1120
1957;1728
1958;2229
1959;2251
1960;2331
1961;4091
1962;3375
1963;1587
1964;1802
1965;1539
1966;1410
1967;2417
1968;1948
1969;2890
1970;2310
1971;1771
1972;1546
1973;3165
1974;2069
1975;2255
1976;2008
1977;3620
1978;4313
1979;2470
1980;2233
1981;2532
1982;1726
1983;2114
1984;1950
1985;2080
1986;2955
1987;2441
1988;3114
1989;3559
1990;3506
1991;3189
1992;4561
1993;3713
1994;3562
1995;3327
1996;3124
1997;1998
1998;3505
1999;3932
2000;6176
2001;6356
2002;5734
2003;3724
2004;5985
2005;6098
