årstal;antal
2006;23272
2007;23589
2008;24287
2009;25953
2010;24292
2011;21930
2012;22082
2013;22174
2014;24971
2015;21333
2016;21198
2017;19101
2018;19966
2019;18625
2020;19468
2021;14435
2022;14791
