årstal;antal
1959;5313
1960;4851
1961;6534
1962;6979
1963;8127
1964;9689
1965;6847
1966;8068
1967;9438
1968;7346
1969;7274
1970;5044
1971;4318
1972;3730
1973;3711
1974;2662
1975;2999
1976;2208
1977;2174
1978;2651
1979;2076
1980;2063
1981;2142
1982;2799
1983;2394
1984;1980
1985;2066
1986;2071
1987;2125
1988;1846
1989;2614
1990;2443
1991;2537
1992;2287
1993;1393
1994;1628
1995;2041
1996;1604
1997;1658
1998;1426
1999;1361
2000;1231
2001;1592
2002;1156
2003;1640
2004;1400
2005;1637
