årstal;antal
1968;53025
1969;61853
1970;56551
1971;61954
1972;70994
1973;94311
1974;93938
1975;106302
1976;86026
1977;92359
1978;78869
1979;43947
1980;50475
1981;59780
1982;61051
1983;77736
1984;57396
1985;41312
1986;32467
1987;26145
1988;23390
1989;24441
1990;23973
1991;25946
1992;29474
1993;19696
1994;16893
1995;17793
1996;13376
1997;11811
1998;14083
1999;19500
2000;17635
2001;17364
2002;17635
2003;18385
2004;22841
2005;17050
