årstal;antal
2006;1623
2007;1509
2008;1716
2009;1809
2010;1589
2011;2018
2012;1607
2013;1118
2014;926
2015;943
2016;660
2017;429
2018;377
2019;479
2020;581
2021;483
2022;202
