årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;48063
1956;29528
1957;36493
1958;45328
1959;45122
1960;35508
1961;53382
1962;49912
1963;47951
1964;39180
1965;46579
1966;46464
1967;52946
1968;63855
1969;58263
1970;48818
1971;54658
1972;60005
1973;65861
1974;58992
1975;65263
1976;65187
1977;67160
1978;81060
1979;90066
1980;96549
1981;115484
1982;116287
1983;127761
1984;115124
1985;135656
1986;137258
1987;140327
1988;153619
1989;144085
1990;134986
1991;131074
1992;129692
1993;132554
1994;135802
1995;159252
1996;133249
1997;124851
1998;154784
1999;158166
2000;118008
2001;123622
2002;120281
2003;124771
2004;125744
2005;120917
