årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;13916
1956;12029
1957;13385
1958;11741
1959;13501
1960;13186
1961;14293
1962;14622
1963;14367
1964;15985
1965;15935
1966;18186
1967;19752
1968;14635
1969;14770
1970;14028
1971;13284
1972;13515
1973;12751
1974;10398
1975;11853
1976;10938
1977;10552
1978;8752
1979;6566
1980;5603
1981;5325
1982;5711
1983;7136
1984;5946
1985;6583
1986;6915
1987;6240
1988;6178
1989;9792
1990;9879
1991;10195
1992;9900
1993;8240
1994;6027
1995;6249
1996;6330
1997;5789
1998;5406
1999;7265
2000;5706
2001;6765
2002;7182
2003;8646
2004;9167
2005;9007
