årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;244
1956;218
1957;237
1958;190
1959;292
1960;188
1961;375
1962;269
1963;283
1964;273
1965;333
1966;289
1967;312
1968;304
1969;241
1970;282
1971;288
1972;260
1973;262
1974;300
1975;251
1976;295
1977;351
1978;265
1979;349
1980;316
1981;297
1982;293
1983;260
1984;396
1985;364
1986;497
1987;417
1988;613
1989;672
1990;589
1991;718
1992;730
1993;721
1994;782
1995;732
1996;964
1997;966
1998;844
1999;864
2000;720
2001;693
2002;685
2003;730
2004;770
2005;1069
