årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;2253
1956;2079
1957;2717
1958;2231
1959;2603
1960;2686
1961;2991
1962;3103
1963;3494
1964;3657
1965;3738
1966;4589
1967;4225
1968;5062
1969;6426
1970;5884
1971;4835
1972;6664
1973;7111
1974;6921
1975;7017
1976;6932
1977;4852
1978;4424
1979;4257
1980;4809
1981;4803
1982;3027
