årstal;antal
2006;4039
2007;4168
2008;4086
2009;4665
2010;3107
2011;3231
2012;3318
2013;3424
2014;2978
2015;2675
2016;2388
2017;2293
2018;2072
2019;2102
2020;1678
2021;1882
2022;1885
