årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;8615
1956;9481
1957;11711
1958;10714
1959;11877
1960;10047
1961;12720
1962;8633
1963;10177
1964;12351
1965;11015
1966;15393
1967;17750
1968;18769
1969;18653
1970;20425
1971;25806
1972;22414
1973;21893
1974;21021
1975;19116
1976;15425
1977;13898
1978;12354
1979;9751
1980;8687
1981;8647
1982;8231
1983;7625
1984;7258
1985;9440
1986;10508
1987;7520
1988;9086
1989;13828
1990;15291
1991;16302
1992;19156
1993;19503
1994;14813
1995;11592
1996;9494
1997;7495
1998;8651
1999;8786
2000;5457
2001;5852
2002;6802
2003;7913
2004;9103
2005;7755
