årstal;antal
2006;2134
2007;1497
2008;1370
2009;1443
2010;1462
2011;1254
2012;2214
2013;1378
2014;2247
2015;3168
2016;2522
2017;2221
2018;2427
2019;1932
2020;2237
2021;2136
2022;1511
