årstal;antal
1950;0
1951;0
1952;0
1953;0
1954;0
1955;0
1956;0
1957;0
1958;12425
1959;18445
1960;15280
1961;18566
1962;16240
1963;15517
1964;14331
1965;18315
1966;15488
1967;22340
1968;26978
1969;27461
1970;20514
1971;21777
1972;16457
1973;18392
1974;13760
1975;17242
1976;15970
1977;13509
1978;10537
1979;17751
1980;20025
1981;15091
1982;17167
1983;16288
1984;11591
1985;15819
1986;6944
1987;7866
1988;11429
1989;10437
1990;9068
1991;9174
1992;8294
1993;6546
1994;5735
1995;5619
1996;5018
1997;3757
1998;3556
1999;3564
2000;3793
2001;3564
2002;3478
2003;3802
2004;4250
2005;3080
