årstal;antal
2006;862
2007;892
2008;924
2009;1258
2010;1296
2011;1268
2012;1373
2013;1163
2014;1296
2015;1189
2016;1141
2017;996
2018;945
2019;928
2020;761
2021;691
2022;566
