årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;243975
1956;203846
1957;235574
1958;257073
1959;286251
1960;250490
1961;279144
1962;261019
1963;268705
1964;271111
1965;282012
1966;286093
1967;314200
1968;306371
1969;308954
1970;306824
1971;321569
1972;308564
1973;340843
1974;312712
1975;340084
1976;343385
1977;313260
1978;300167
1979;273521
1980;261151
1981;277346
1982;271206
1983;254015
1984;245648
1985;243842
1986;234438
1987;220612
1988;252972
1989;262789
1990;268655
1991;255992
1992;251751
1993;251989
1994;239875
1995;245243
1996;208408
1997;180684
1998;202365
1999;221268
2000;201079
2001;208926
2002;207549
2003;216247
2004;213576
2005;200959
