årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;36118
1956;31914
1957;34032
1958;38925
1959;50814
1960;45312
1961;51578
1962;51364
1963;59810
1964;57456
1965;46964
1966;57447
1967;43917
1968;60393
1969;64324
1970;51372
1971;54834
1972;53993
1973;64093
1974;51067
1975;56515
1976;46981
1977;50993
1978;51997
1979;51821
1980;53772
1981;56821
1982;59259
1983;57597
1984;48860
1985;56813
1986;63931
1987;54256
1988;77824
1989;86570
1990;91915
1991;77837
1992;77467
1993;80436
1994;67991
1995;67909
1996;58237
1997;50572
1998;51251
1999;59114
2000;43651
2001;49060
2002;47766
2003;43382
2004;41114
2005;39138
