årstal;antal
2006;1172
2007;1200
2008;972
2009;976
2010;1070
2011;1048
2012;1129
2013;982
2014;1179
2015;1006
2016;1139
2017;691
2018;782
2019;677
2020;968
2021;624
2022;808
