årstal;antal
1959;1525
1960;1483
1961;2761
1962;4169
1963;3789
1964;4392
1965;4088
1966;4776
1967;4259
1968;4349
1969;3790
1970;3636
1971;2809
1972;2612
1973;2615
1974;2477
1975;2947
1976;2297
1977;1898
1978;2045
1979;1893
1980;2765
1981;2637
1982;2518
1983;2464
1984;2048
1985;1871
1986;1582
1987;1617
1988;2144
1989;2309
1990;2573
1991;2733
1992;2119
1993;1903
1994;2231
1995;3158
1996;1568
1997;1676
1998;1577
1999;2086
2000;1952
2001;2379
2002;2701
2003;2382
2004;3431
2005;3462
