årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;3911
1956;3216
1957;3882
1958;3442
1959;3075
1960;4366
1961;4428
1962;3494
1963;3899
1964;3267
1965;2553
1966;3098
1967;2260
1968;2799
1969;2679
1970;2228
1971;2397
1972;2345
1973;2487
1974;2647
1975;2869
1976;2208
1977;2359
1978;2486
1979;2354
1980;2239
1981;2298
1982;2380
1983;2325
1984;2056
1985;2737
1986;2771
1987;2406
1988;3074
1989;3386
1990;4391
1991;4535
1992;5249
1993;6207
1994;5991
1995;6501
1996;5531
1997;5407
1998;5768
1999;5681
2000;5285
2001;4533
2002;4090
2003;4546
2004;4594
2005;4604
