årstal;antal
1969;0
1970;0
1971;0
1972;0
1973;0
1974;0
1975;0
1976;0
1977;0
1978;0
1979;0
1980;0
1981;0
1982;13264
1983;12153
1984;10097
1985;9124
1986;10611
1987;5188
1988;9201
1989;13756
1990;11309
1991;13847
1992;11694
1993;6381
1994;6638
1995;12236
1996;2718
1997;7144
1998;2938
1999;6077
2000;6865
2001;6414
2002;6803
2003;12254
2004;10471
2005;9444
