årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;1395
1956;1356
1957;1710
1958;1638
1959;1364
1960;1511
1961;1774
1962;1854
1963;2089
1964;1995
1965;1608
1966;1982
1967;1782
1968;1976
1969;1944
1970;715
1971;767
1972;634
1973;602
1974;563
1975;530
1976;509
1977;478
1978;445
1979;484
1980;488
1981;623
1982;444
1983;444
1984;544
1985;574
1986;469
1987;476
1988;440
1989;523
1990;669
1991;524
1992;630
1993;735
1994;774
1995;740
1996;1084
1997;818
1998;1012
1999;980
2000;731
2001;660
2002;632
2003;771
2004;740
2005;747
