årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;4501
1956;3414
1957;4157
1958;4192
1959;3780
1960;3941
1961;4872
1962;5263
1963;4977
1964;5336
1965;5991
1966;7211
1967;7569
1968;9096
1969;7567
1970;8120
1971;6894
1972;5292
1973;7022
1974;8137
1975;7517
1976;5660
1977;5143
1978;4786
1979;4744
1980;8378
1981;6126
1982;5677
1983;5132
1984;4238
1985;3780
1986;2822
1987;2655
1988;5559
1989;3042
1990;3821
1991;2505
1992;3073
1993;2694
1994;3197
1995;2829
1996;2268
1997;1697
1998;2013
1999;2743
2000;2508
2001;2842
2002;2105
2003;1537
2004;1829
2005;1482
