årstal;antal
1943;166849
1944;113778
1945;129970
1946;133781
1947;151223
1948;168970
1949;188501
1950;169556
1951;161772
1952;149885
1953;165930
1954;161816
1955;166963
1956;153750
1957;167710
1958;162065
1959;170341
1960;160238
1961;175066
1962;171653
1963;183543
1964;203949
1965;206645
1966;210822
1967;222377
1968;208308
1969;203459
1970;197912
1971;200213
1972;186324
1973;176503
1974;154230
1975;148044
1976;135655
1977;123124
1978;113692
1979;111195
1980;101658
1981;100229
1982;85160
1983;64646
1984;62259
1985;64772
1986;63223
1987;64152
1988;60208
1989;63317
1990;59624
1991;56155
1992;48488
1993;42721
1994;28702
1995;38494
1996;42905
1997;38145
1998;43151
1999;44845
2000;35329
2001;39736
2002;37755
2003;40052
2004;40637
2005;40000
