årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;51766
1956;42816
1957;53595
1958;45042
1959;58840
1960;52721
1961;60441
1962;63404
1963;61197
1964;62818
1965;67480
1966;66735
1967;73714
1968;69787
1969;72759
1970;51035
1971;45759
1972;50269
1973;50446
1974;45460
1975;52701
1976;52170
1977;54378
1978;52573
1979;49928
1980;39240
1981;38299
1982;41536
1983;45564
1984;40139
1985;42664
1986;47143
1987;43430
1988;45243
1989;50520
1990;56639
1991;56856
1992;57890
1993;56139
1994;49805
1995;48390
1996;49316
1997;46876
1998;46486
1999;60668
2000;50789
2001;74187
2002;70142
2003;71597
2004;82206
2005;78010
