årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;196
1956;260
1957;222
1958;216
1959;234
1960;249
1961;475
1962;256
1963;223
1964;186
1965;225
1966;310
1967;310
1968;260
1969;301
1970;188
1971;205
1972;209
1973;303
1974;193
1975;385
1976;359
1977;266
1978;288
1979;238
1980;104
1981;61
1982;58
1983;77
1984;62
1985;89
1986;65
1987;66
1988;58
1989;85
1990;64
1991;85
1992;150
1993;147
1994;75
1995;82
1996;110
1997;89
1998;82
1999;139
2000;168
2001;174
2002;79
2003;76
2004;80
2005;80
