årstal;antal
2006;2707
2007;2971
2008;3158
2009;3168
2010;2837
2011;2497
2012;2508
2013;3118
2014;3294
2015;2166
2016;2028
2017;2092
2018;1882
2019;2110
2020;2012
2021;1729
2022;1758
