årstal;antal
2006;1863
2007;1124
2008;1748
2009;1504
2010;1236
2011;1087
2012;958
2013;1236
2014;981
2015;1212
2016;766
2017;589
2018;640
2019;722
2020;750
2021;590
2022;659
