årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;199
1956;156
1957;148
1958;143
1959;128
1960;171
1961;172
1962;175
1963;163
1964;197
1965;226
1966;216
1967;216
1968;211
1969;202
1970;236
1971;195
1972;207
1973;229
1974;215
1975;198
1976;275
1977;333
1978;279
1979;360
1980;427
1981;355
1982;433
1983;440
1984;459
1985;518
1986;649
1987;592
1988;421
1989;466
1990;371
1991;381
1992;354
1993;372
1994;300
1995;319
1996;382
1997;305
1998;323
1999;285
2000;264
2001;299
2002;424
2003;293
2004;367
2005;251
