årstal;antal
1952;0
1953;0
1954;0
1955;572
1956;408
1957;359
1958;434
1959;392
1960;245
1961;341
1962;231
1963;270
1964;226
1965;292
1966;292
1967;251
1968;302
1969;249
1970;261
1971;238
1972;210
1973;157
1974;147
1975;197
1976;239
1977;161
1978;142
1979;71
1980;58
1981;57
1982;63
1983;30
1984;36
1985;43
1986;47
1987;45
1988;28
1989;33
1990;3
1991;10
1992;11
1993;3
