årstal;antal
2006;1541
2007;601
2008;801
2009;1395
2010;519
2011;677
2012;328
2013;20
2014;105
2015;4210
2016;3474
2017;2829
2018;1924
2019;668
2020;735
2021;2514
2022;1475
